115.04,0.001,0.047152,0.015
115.04,0.001,0.048152,0.015
115.04,0.001,0.047152,0.015
115.04,0.001,0.047152,0.015
115.13,0.001,0.048336,0.015
115.13,0.001,0.029336,0.015
115.13,0.001,0.029336,0.015
115.13,0.001,0.023336,0.015
115.13,0.001,0.023336,0.015
115.23,0.001,0.038541,0.015
115.23,0.001,0.038541,0.015
115.23,0.001,0.038541,0.015
115.23,0.001,0.038541,0.015
115.23,0.001,0.038541,0.015
115.23,0.001,0.029541,0.015
115.23,0.001,0.029541,0.015
115.23,0.001,0.029541,0.015
115.23,0.001,0.029541,0.015
115.23,0.001,0.029541,0.015
115.23,0.001,0.023541,0.015
115.23,0.001,0.024541,0.015
115.23,0.001,0.024541,0.015
115.23,0.001,0.023541,0.015
115.32,0.001,0.038726,0.015
115.32,0.001,0.038726,0.015
115.32,0.001,0.038726,0.015
115.32,0.001,0.037726,0.015
115.32,0.001,0.029726,0.015
115.32,0.001,0.023726,0.015
115.32,0.001,0.024726,0.015
115.41,0.001,0.03891,0.015
115.41,0.001,0.02991,0.015
115.41,0.001,0.02991,0.015
115.41,0.001,0.02391,0.015
115.41,0.001,0.01891,0.015
115.5,0.001,0.019095,0.015
115.5,0.001,0.019095,0.015
115.5,0.001,0.019095,0.015
115.5,0.001,0.019095,0.015
115.5,0.001,0.019095,0.015
115.5,0.001,0.019095,0.015
115.5,0.001,0.019095,0.015
115.5,0.001,0.015095,0.015
115.59,0.001,0.024279,0.015
115.59,0.001,0.019279,0.015
115.69,0.001,0.019484,0.015
115.69,0.001,0.015484,0.015
115.78,0.001,0.016669,0.015
115.78,0.001,0.016669,0.015
115.78,0.001,0.015669,0.015
115.78,0.001,0.015669,0.015
115.87,0.001,0.015853,0.015
115.87,0.001,0.012853,0.015
115.87,0.001,0.012853,0.015
115.87,0.001,0.012853,0.015
115.96,0.001,0.016038,0.015
115.96,0.001,0.016038,0.015
115.96,0.001,0.016038,0.015
115.96,0.001,0.013038,0.015
116.05,0.001,0.013223,0.015
116.05,0.001,0.013223,0.015
116.05,0.001,0.013223,0.015
116.05,0.001,0.012223,0.015
116.05,0.001,0.011223,0.015
116.05,0.001,0.011223,0.015
116.05,0.001,0.011223,0.015
116.05,0.001,0.011223,0.015
116.14,0.001,0.013407,0.015
116.14,0.001,0.013407,0.015
116.14,0.001,0.011407,0.015
116.14,0.001,0.011407,0.015
116.14,0.001,0.011407,0.015
116.14,0.001,0.012407,0.015
116.14,0.001,0.0094071,0.015
116.14,0.001,0.010407,0.015
116.14,0.001,0.010407,0.015
116.14,0.001,0.0094071,0.015
116.14,0.001,0.0094071,0.015
116.24,0.001,0.013612,0.015
116.24,0.001,0.010612,0.015
116.24,0.001,0.0096121,0.015
116.24,0.001,0.010612,0.015
116.24,0.001,0.0096121,0.015
116.24,0.001,0.0086121,0.015
116.24,0.001,0.0086121,0.015
116.24,0.001,0.0086121,0.015
116.24,0.001,0.0086121,0.015
116.24,0.001,0.0086121,0.015
116.24,0.001,0.0086121,0.015
116.24,0.001,0.0086121,0.015
116.33,0.001,0.011797,0.015
116.33,0.001,0.0097967,0.015
116.33,0.001,0.0087967,0.015
116.51,0.001,0.0091658,0.015
116.51,0.001,0.0091658,0.015
116.51,0.001,0.0061658,0.015
116.51,0.001,0.0061658,0.015
116.51,0.001,0.0061658,0.015
116.51,0.001,0.0061658,0.015
116.51,0.001,0.0061658,0.015
116.51,0.001,0.0061658,0.015
116.6,0.001,0.0063503,0.015
116.6,0.001,0.0033503,0.015
116.6,0.001,0.0033503,0.015
116.69,0.001,0.0065348,0.015
116.69,0.001,0.0065348,0.015
116.69,0.001,0.0065348,0.015
116.69,0.001,0.0045348,0.015
116.69,0.001,0.0045348,0.015
116.69,0.001,0.0045348,0.015
116.69,0.001,0.0045348,0.015
116.69,0.001,0.0045348,0.015
116.69,0.001,0.0035348,0.015
116.69,0.001,0.0035348,0.015
116.69,0.001,0.0035348,0.015
116.69,0.001,0.0035348,0.015
116.69,0.001,0.0015348,0.015
116.78,0.001,0.0047194,0.015
116.78,0.001,0.0047194,0.015
116.78,0.001,0.0047194,0.015
116.78,0.001,0.0047194,0.015
116.78,0.001,0.0047194,0.015
116.78,0.001,0.0037194,0.015
116.78,0.001,0.0037194,0.015
116.78,0.001,0.0037194,0.015
116.78,0.001,0.0037194,0.015
116.78,0.001,0.0017194,0.015
116.78,0.001,0.0017194,0.015
116.78,0.001,0.0017194,0.015
116.88,0.001,0.0019244,0.015
116.88,0.001,0.0019244,0.015
116.88,0.001,0.00092444,0.015
116.97,0.001,0.002109,0.015
116.97,0.001,0.002109,0.015
116.97,0.001,0.002109,0.015
116.97,0.001,0.002109,0.015
116.97,0.001,0.001109,0.015
116.97,0.001,0.001109,0.015
116.97,0.001,0.001109,0.015
116.97,0.001,0.001109,0.015
117.06,0.001,0.0012935,0.015
