0.275,135.01
0.275,135.01
0.274,135.01
0.274,135.01
0.275,135.01
0.274,135.01
0.274,135.01
0.275,135.01
0.274,135.09
0.274,135.09
0.274,135.09
0.274,135.09
0.274,135.09
0.275,135.09
0.274,135.09
0.275,135.09
0.274,135.18
0.276,135.26
0.275,135.26
0.274,135.26
0.275,135.34
0.275,135.34
0.275,135.34
0.275,135.34
0.274,135.34
0.274,135.34
0.276,135.43
0.276,135.43
0.276,135.43
0.276,135.43
0.276,135.43
0.276,135.43
0.276,135.43
0.276,135.43
0.275,135.43
0.275,135.43
0.275,135.43
0.275,135.43
0.274,135.43
0.276,135.51
0.276,135.51
0.277,135.59
0.276,135.59
0.276,135.59
0.276,135.59
0.276,135.59
0.276,135.59
0.275,135.59
0.277,135.67
0.277,135.67
0.277,135.67
0.275,135.67
0.275,135.67
0.276,135.67
0.276,135.67
0.276,135.67
0.277,135.76
0.277,135.76
0.277,135.76
0.275,135.76
0.275,135.76
0.275,135.76
0.276,135.76
0.277,135.84
0.277,135.84
0.275,135.84
0.275,135.84
0.275,135.84
0.279,135.92
0.278,135.92
0.278,135.92
0.278,135.92
0.278,135.92
0.277,135.92
0.275,135.92
0.275,135.92
0.28,136
0.279,136
0.278,136
0.278,136
0.28,136.09
0.279,136.09
0.279,136.09
0.279,136.09
0.279,136.09
0.278,136.09
0.278,136.09
0.278,136.09
0.279,136.17
0.28,136.17
0.28,136.17
0.28,136.17
0.28,136.17
0.279,136.17
0.279,136.17
0.278,136.17
0.277,136.25
0.277,136.25
0.279,136.25
0.279,136.25
0.279,136.25
0.28,136.25
0.279,136.25
0.279,136.25
0.28,136.25
0.28,136.25
0.279,136.25
0.279,136.25
0.277,136.33
0.277,136.33
0.279,136.33
0.279,136.33
0.28,136.33
0.28,136.33
0.28,136.33
0.279,136.33
0.279,136.33
0.279,136.33
0.28,136.33
0.277,136.41
0.277,136.41
0.277,136.41
0.277,136.41
0.279,136.41
0.279,136.41
0.279,136.41
0.279,136.41
0.28,136.41
0.28,136.41
0.278,136.5
0.277,136.5
0.277,136.5
0.277,136.58
0.278,136.58
0.277,136.58
0.277,136.58
0.277,136.66
0.277,136.66
0.277,136.74
0.277,136.74
0.278,136.74
0.277,136.74
0.277,136.74
0.278,136.74
0.278,136.83
0.277,136.83
0.278,136.83
0.277,136.83
0.277,136.91
0.276,136.91
0.276,136.91
0.278,136.91
0.278,136.91
0.277,136.91
0.277,136.91
0.277,136.99
0.276,136.99
0.276,136.99
0.278,136.99
0.277,136.99
0.277,136.99
0.278,136.99
0.277,136.99
0.277,136.99
0.277,136.99
0.277,137.07
0.277,137.07
0.277,137.07
0.278,137.07
0.276,137.07
0.276,137.07
0.276,137.07
0.276,137.07
0.276,137.07
0.278,137.07
0.277,137.16
0.277,137.16
0.277,137.16
0.276,137.16
0.278,137.16
0.278,137.32
0.278,137.32
0.278,137.32
0.278,137.4
0.279,137.4
0.279,137.4
0.278,137.4
0.278,137.4
0.278,137.4
0.278,137.4
0.278,137.48
0.278,137.48
0.279,137.48
0.278,137.48
0.278,137.48
0.278,137.48
0.278,137.48
0.278,137.48
0.278,137.48
0.278,137.48
0.278,137.48
0.278,137.48
0.278,137.48
0.278,137.56
0.278,137.56
0.279,137.56
0.279,137.56
0.279,137.56
0.278,137.56
0.279,137.56
0.279,137.65
0.28,137.65
0.279,137.65
0.279,137.65
0.279,137.65
0.278,137.65
0.28,137.73
0.279,137.73
0.28,137.73
0.279,137.73
0.279,137.73
0.279,137.73
0.279,137.73
0.28,137.81
0.28,137.81
0.279,137.81
0.28,137.81
0.279,137.81
0.279,137.81
0.28,137.81
0.279,137.81
0.279,137.81
0.279,137.81
0.279,137.89
0.279,137.89
0.28,137.89
0.28,137.89
0.28,137.89
0.279,137.97
0.28,137.97
0.28,137.97
0.279,138.06
0.279,138.06
0.279,138.06
0.279,138.06
0.28,138.06
0.28,138.06
0.28,138.06
0.28,138.14
0.28,138.14
0.279,138.14
0.279,138.14
0.279,138.14
0.279,138.14
0.279,138.14
0.281,138.22
0.28,138.22
0.28,138.22
0.28,138.22
0.28,138.22
0.279,138.22
0.28,138.22
0.28,138.22
0.279,138.22
0.279,138.22
0.281,138.3
0.281,138.3
0.281,138.3
0.281,138.3
0.281,138.3
0.281,138.3
0.28,138.3
0.279,138.3
0.281,138.38
0.281,138.38
0.281,138.38
0.281,138.38
0.281,138.38
0.28,138.38
0.28,138.38
0.279,138.38
0.281,138.46
0.281,138.46
0.281,138.46
0.281,138.46
0.281,138.46
0.281,138.46
0.281,138.46
0.28,138.46
0.28,138.46
0.281,138.63
0.281,138.63
0.28,138.71
0.28,138.71
0.28,138.71
0.28,138.71
0.28,138.71
0.28,138.71
0.28,138.71
0.28,138.71
0.28,138.71
0.28,138.79
0.28,138.79
0.28,138.79
0.28,138.79
0.28,138.79
0.28,138.79
0.28,138.79
0.28,138.79
0.28,138.79
0.28,138.87
0.28,138.87
0.28,138.87
0.28,138.87
0.28,138.87
0.28,138.87
0.279,138.87
0.282,138.95
0.282,138.95
0.282,138.95
0.28,138.95
0.28,138.95
0.28,138.95
0.282,139.03
0.282,139.03
0.282,139.03
0.281,139.03
0.282,139.03
0.281,139.03
0.282,139.03
0.282,139.03
0.282,139.03
0.282,139.12
0.282,139.12
0.281,139.12
0.282,139.12
0.282,139.12
0.282,139.12
0.282,139.12
0.28,139.12
0.282,139.2
0.282,139.2
0.282,139.2
0.282,139.28
0.282,139.28
0.282,139.28
0.282,139.28
0.282,139.28
0.282,139.28
0.282,139.28
0.282,139.36
0.282,139.36
0.281,139.36
0.282,139.44
0.282,139.44
0.282,139.44
0.282,139.44
0.282,139.44
0.281,139.44
0.281,139.44
0.282,139.52
0.282,139.52
0.282,139.52
0.282,139.52
0.282,139.52
0.281,139.52
0.281,139.52
0.281,139.6
0.282,139.6
0.282,139.6
0.282,139.6
0.282,139.6
0.282,139.6
0.282,139.6
0.282,139.6
0.281,139.6
0.281,139.6
0.281,139.6
0.281,139.6
0.282,139.68
0.281,139.68
0.281,139.68
0.281,139.76
0.281,139.76
0.281,139.76
0.282,139.84
0.281,139.84
0.281,139.84
0.281,139.84
0.282,139.93
0.281,139.93
0.28,139.93
0.281,139.93
0.281,139.93
0.281,139.93
0.281,139.93
0.281,139.93
0.281,139.93
0.282,140.01
0.282,140.01
0.282,140.01
0.282,140.01
0.281,140.01
0.281,140.01
0.281,140.01
0.281,140.01
0.281,140.01
0.282,140.09
0.282,140.09
0.28,140.09
0.28,140.09
0.281,140.09
0.281,140.09
0.28,140.09
0.281,140.09
0.281,140.09
0.281,140.09
0.281,140.17
0.282,140.17
0.282,140.17
0.282,140.17
0.282,140.17
0.28,140.17
0.282,140.25
0.282,140.25
0.282,140.25
0.282,140.33
0.282,140.33
0.282,140.33
0.282,140.33
0.282,140.33
0.282,140.33
0.281,140.33
0.281,140.41
0.281,140.41
0.281,140.41
0.282,140.41
0.282,140.41
0.282,140.41
0.281,140.49
0.281,140.49
0.282,140.49
0.282,140.49
0.281,140.49
0.282,140.49
0.283,140.57
0.283,140.57
0.281,140.57
0.281,140.57
0.282,140.57
0.283,140.65
0.281,140.65
0.281,140.65
0.281,140.65
0.284,140.73
0.284,140.73
0.283,140.73
0.283,140.73
0.283,140.73
0.284,140.81
0.284,140.81
0.284,140.81
0.283,140.81
0.283,140.81
0.283,140.81
0.284,140.9
0.284,140.9
0.284,140.9
0.284,140.9
0.284,140.9
0.284,140.9
0.284,140.9
0.283,140.9
0.285,140.98
0.284,140.98
0.284,140.98
0.284,140.98
0.284,141.06
0.284,141.06
0.285,141.06
0.285,141.06
0.285,141.06
0.285,141.06
0.285,141.06
0.285,141.06
0.284,141.06
0.284,141.06
0.284,141.06
0.284,141.06
0.283,141.14
0.284,141.14
0.284,141.14
0.284,141.14
0.285,141.14
0.284,141.14
0.284,141.22
0.284,141.22
0.284,141.22
0.284,141.22
0.284,141.22
0.284,141.22
0.284,141.22
0.285,141.22
0.285,141.22
0.283,141.3
0.284,141.3
0.284,141.3
0.284,141.3
0.284,141.3
0.283,141.38
0.283,141.38
0.284,141.38
0.284,141.38
0.283,141.46
0.283,141.46
0.283,141.46
0.284,141.54
0.283,141.54
0.283,141.54
0.283,141.54
0.282,141.54
0.283,141.54
0.284,141.62
0.284,141.62
0.284,141.62
0.283,141.62
0.283,141.62
0.283,141.62
0.282,141.62
0.283,141.62
0.285,141.7
0.285,141.7
0.284,141.7
0.284,141.7
0.284,141.7
0.284,141.7
0.284,141.7
0.283,141.7
0.283,141.7
0.283,141.7
0.283,141.7
0.283,141.7
0.285,141.78
0.285,141.78
0.285,141.86
0.285,141.86
0.285,141.86
0.285,141.86
0.285,141.86
0.284,141.86
0.285,141.94
0.284,142.02
0.283,142.02
0.285,142.02
0.285,142.02
0.285,142.02
0.285,142.02
0.285,142.02
0.285,142.02
0.283,142.1
0.283,142.1
0.285,142.1
0.285,142.1
0.284,142.18
0.283,142.18
0.284,142.18
0.284,142.18
0.285,142.18
0.285,142.18
0.285,142.26
0.284,142.26
0.284,142.26
0.284,142.26
0.285,142.26
0.284,142.26
0.285,142.26
0.284,142.26
0.283,142.26
0.284,142.26
0.286,142.34
0.286,142.34
0.286,142.34
0.285,142.34
0.285,142.34
0.285,142.34
0.285,142.34
0.284,142.34
0.284,142.34
0.284,142.34
0.284,142.34
0.286,142.42
0.286,142.42
0.286,142.42
0.284,142.42
0.284,142.42
0.284,142.42
0.285,142.42
0.284,142.42
0.286,142.5
0.286,142.5
0.286,142.5
0.285,142.5
0.286,142.5
0.286,142.5
0.285,142.5
0.285,142.5
0.285,142.5
0.285,142.5
0.285,142.5
0.284,142.5
0.284,142.5
0.286,142.58
0.286,142.58
0.286,142.58
0.285,142.58
0.285,142.58
0.284,142.58
0.284,142.58
0.286,142.66
0.286,142.66
0.285,142.66
0.287,142.74
0.287,142.74
0.287,142.82
0.288,142.82
0.288,142.82
0.287,142.9
0.288,142.9
0.288,142.9
0.287,142.9
0.288,142.98
0.288,142.98
0.288,142.98
0.287,142.98
0.287,143.06
0.287,143.06
0.288,143.06
0.288,143.06
0.288,143.06
0.288,143.06
0.287,143.06
0.287,143.14
0.287,143.14
0.287,143.14
0.287,143.14
0.288,143.14
0.288,143.14
0.287,143.14
0.287,143.22
0.287,143.22
0.287,143.22
0.287,143.22
0.287,143.22
0.287,143.22
0.289,143.3
0.288,143.3
0.287,143.3
0.287,143.3
0.287,143.3
0.289,143.38
0.289,143.38
0.288,143.38
0.287,143.38
0.287,143.38
0.287,143.38
0.287,143.38
0.289,143.46
0.289,143.46
0.288,143.46
0.288,143.46
0.288,143.46
0.288,143.46
0.288,143.54
0.288,143.54
0.288,143.54
0.288,143.54
0.288,143.54
0.289,143.54
0.289,143.54
0.289,143.54
0.289,143.54
0.289,143.54
0.289,143.54
0.288,143.54
0.288,143.54
0.289,143.54
0.288,143.62
0.288,143.62
0.288,143.62
0.288,143.62
0.288,143.62
0.289,143.78
0.288,143.78
0.289,143.78
0.289,143.86
0.289,143.86
0.289,143.86
0.289,143.86
0.289,143.86
0.289,143.86
0.289,143.86
0.289,143.86
0.288,143.94
0.289,143.94
0.289,143.94
0.289,143.94
0.289,143.94
0.289,143.94
0.289,144.02
0.289,144.02
0.289,144.02
0.289,144.02
0.289,144.1
0.289,144.1
0.289,144.1
0.289,144.1
0.289,144.1
0.289,144.1
0.289,144.1
0.289,144.18
0.289,144.18
0.289,144.18
0.29,144.25
0.29,144.25
0.289,144.25
0.289,144.25
0.289,144.25
0.289,144.25
0.289,144.25
0.289,144.25
0.289,144.25
0.291,144.34
0.29,144.34
0.29,144.34
0.289,144.34
0.291,144.41
0.29,144.41
0.29,144.41
0.29,144.41
0.29,144.41
0.29,144.41
0.29,144.41
0.29,144.41
0.29,144.41
0.289,144.41
0.291,144.49
0.292,144.49
0.291,144.49
0.291,144.49
0.291,144.49
0.292,144.49
0.29,144.49
0.29,144.49
0.29,144.49
0.29,144.49
0.29,144.49
0.29,144.49
0.291,144.57
0.292,144.57
0.29,144.57
0.29,144.57
0.291,144.65
0.291,144.65
0.291,144.65
0.291,144.65
0.29,144.73
0.292,144.73
0.291,144.73
0.291,144.81
0.291,144.81
0.291,144.81
0.29,144.89
