#x dx y dy
131.08 0.001 0.00939707200000001 0.015
131.08 0.001 0.00939707200000001 0.015
131.08 0.001 0.012397072 0.015
131.08 0.001 0.012397072 0.015
131.08 0.001 0.012397072 0.015
131.08 0.001 0.015397072 0.015
131.08 0.001 0.015397072 0.015
131.08 0.001 0.020397072 0.015
131.08 0.001 0.020397072 0.015
131.08 0.001 0.021397072 0.015
131.08 0.001 0.021397072 0.015
131.08 0.001 0.026397072 0.015
131.16 0.001 0.00951374399999999 0.015
131.16 0.001 0.00951374399999999 0.015
131.16 0.001 0.00951374399999999 0.015
131.16 0.001 0.00951374399999999 0.015
131.16 0.001 0.00951374399999999 0.015
131.16 0.001 0.012513744 0.015
131.16 0.001 0.011513744 0.015
131.16 0.001 0.012513744 0.015
131.16 0.001 0.015513744 0.015
131.16 0.001 0.015513744 0.015
131.16 0.001 0.015513744 0.015
131.16 0.001 0.015513744 0.015
131.16 0.001 0.015513744 0.015
131.16 0.001 0.020513744 0.015
131.16 0.001 0.020513744 0.015
131.16 0.001 0.026513744 0.015
131.25 0.001 0.00964500000000001 0.015
131.33 0.001 0.008761672 0.015
131.33 0.001 0.009761672 0.015
131.33 0.001 0.009761672 0.015
131.33 0.001 0.009761672 0.015
131.33 0.001 0.009761672 0.015
131.33 0.001 0.015761672 0.015
131.33 0.001 0.015761672 0.015
131.42 0.001 0.00989292799999997 0.015
131.42 0.001 0.00889292799999997 0.015
131.42 0.001 0.00889292799999997 0.015
131.42 0.001 0.00989292799999997 0.015
131.42 0.001 0.00989292799999997 0.015
131.42 0.001 0.00989292799999997 0.015
131.42 0.001 0.00989292799999997 0.015
131.42 0.001 0.00989292799999997 0.015
131.5 0.001 0.0070096 0.015
131.5 0.001 0.0100096 0.015
131.5 0.001 0.00900960000000001 0.015
131.5 0.001 0.00900960000000001 0.015
131.5 0.001 0.0100096 0.015
131.5 0.001 0.0100096 0.015
131.5 0.001 0.0100096 0.015
131.59 0.001 0.00714085600000003 0.015
131.59 0.001 0.00714085600000003 0.015
131.59 0.001 0.010140856 0.015
131.59 0.001 0.010140856 0.015
131.67 0.001 0.00725752800000001 0.015
131.67 0.001 0.00725752800000001 0.015
131.67 0.001 0.00725752800000001 0.015
131.67 0.001 0.00725752800000001 0.015
131.67 0.001 0.00725752800000001 0.015
131.75 0.001 0.0073742 0.015
131.75 0.001 0.0073742 0.015
131.75 0.001 0.0073742 0.015
131.75 0.001 0.0073742 0.015
131.75 0.001 0.0073742 0.015
131.75 0.001 0.0083742 0.015
131.75 0.001 0.0083742 0.015
131.75 0.001 0.0083742 0.015
131.75 0.001 0.0083742 0.015
131.75 0.001 0.0083742 0.015
131.75 0.001 0.0073742 0.015
131.75 0.001 0.0073742 0.015
131.92 0.001 0.00562212799999995 0.015
131.92 0.001 0.00762212799999995 0.015
131.92 0.001 0.00862212799999995 0.015
131.92 0.001 0.00762212799999995 0.015
131.92 0.001 0.00762212799999995 0.015
131.92 0.001 0.00862212799999995 0.015
131.92 0.001 0.00862212799999995 0.015
131.92 0.001 0.00862212799999995 0.015
131.92 0.001 0.00862212799999995 0.015
131.92 0.001 0.00862212799999995 0.015
132.01 0.001 0.00375338399999997 0.015
132.01 0.001 0.00575338399999997 0.015
132.01 0.001 0.00575338399999997 0.015
132.01 0.001 0.00775338399999997 0.015
132.09 0.001 0.00387005600000001 0.015
132.09 0.001 0.00387005600000001 0.015
132.09 0.001 0.00287005600000001 0.015
132.09 0.001 0.00587005600000001 0.015
132.09 0.001 0.00587005600000001 0.015
132.09 0.001 0.00487005600000001 0.015
132.09 0.001 0.00587005600000001 0.015
132.09 0.001 0.00587005600000001 0.015
132.17 0.001 0.00298672799999999 0.015
132.17 0.001 0.00298672799999999 0.015
132.17 0.001 0.00398672799999999 0.015
132.17 0.001 0.00398672799999999 0.015
